6_45_0.wav|-0.46752796|-0.48363456|-0.5167958|-0.17176358|0.3599708|0.0069073793|0.24186368|0.44021362|
2_30_1.wav|-0.1353392|-0.31001663|-0.70763046|-0.29386222|0.9415794|-0.22300725|-0.06687681|0.251406|
10_36_4.wav|-1.9843144|-0.5772485|-0.5265986|-0.07616305|0.3555695|-0.06930482|2.3063862|0.20597504|
8_48_1.wav|0.23761308|-0.67472816|-0.23055467|0.16425806|0.7255997|-0.0053470787|-0.22943868|-0.2584236|
6_27_1.wav|-1.1682276|-0.47961795|0.18939352|-0.25358334|0.66979927|-0.43220392|0.73061454|0.20980246|
10_38_3.wav|-0.8423751|0.3194682|-0.7310648|0.688254|0.15183967|-0.5518127|1.0014976|-0.25239313|
8_21_4.wav|-0.5392297|-1.483098|-0.23566878|1.4285717|-1.1445343|1.4644115|-0.030800974|-0.44399583|
6_34_3.wav|-0.00016521715|0.9427329|-0.18728292|-0.088292465|0.32304046|-0.83088577|0.26319093|-0.17895502|
10_47_0.wav|-0.009424171|-0.8186676|-0.38148317|0.21350935|0.28816083|0.42176312|-0.37113342|0.105281934|
1_36_4.wav|-1.4155344|-0.8123702|-0.5045784|0.16078722|0.4816419|0.18625161|1.5283738|-0.14954981|
10_39_4.wav|-1.1837882|-0.27673772|-0.8229705|-0.23472899|1.0174279|-0.16479817|1.503008|-0.08869526|
1_43_0.wav|-0.21151847|-0.084257066|-0.3370228|0.11175367|0.5935168|-0.39244863|0.23403768|-0.121980324|
4_39_4.wav|-0.88330346|-1.0461466|-0.57751405|-0.7324403|1.2379467|0.43956503|0.4771182|0.37826836|
9_30_2.wav|0.15090325|-0.21331815|0.21565446|0.19245167|0.36198866|-0.47706658|-0.45605367|-0.040485043|
7_30_3.wav|-0.011479578|0.51102394|-0.6921708|0.56064177|0.2745628|-0.7480374|0.08679531|-0.13442963|
7_23_4.wav|-0.8030662|-0.8886929|-0.38581082|-0.08426899|0.5614393|0.4344076|0.5998966|0.0060891993|
10_45_3.wav|-0.7075605|-0.33535048|-0.266499|0.4440829|-0.561052|0.3563207|0.6011805|0.1416055|
6_31_0.wav|0.1245046|-0.2354462|-0.22065109|-0.26507664|0.7671961|-0.4245121|-0.26341474|0.24202025|
9_25_3.wav|0.22302583|1.0024766|-0.99232864|0.9561383|-0.00818646|-0.947092|0.07836772|-0.29229954|
9_35_0.wav|0.27587757|-0.19906329|-0.2244933|-0.019447219|0.75136054|-0.121115305|-0.13946137|-0.32207185|
9_23_2.wav|0.0069780736|-0.034078114|0.26055977|-0.0120677985|0.111136615|-0.19205296|0.06919826|-0.13107747|
9_33_2.wav|-0.10012361|-0.16590978|0.0018010512|-0.37283581|0.7250862|-0.12632231|0.028922224|-0.025954459|
4_47_4.wav|-0.77255243|-1.2743603|-0.4654287|0.2602113|-0.028117537|1.1378083|0.75801307|-0.2387651|
4_38_1.wav|-0.701359|-0.2274247|-0.59758234|0.3921273|0.20565978|-0.2645706|0.77012306|0.101261035|
9_47_1.wav|-0.6207399|-1.1214914|-0.07100081|-0.017846446|0.052738845|1.0855384|0.4258169|-0.25496835|
6_24_1.wav|-1.3128171|-0.560334|-0.5888182|-0.12308502|0.83699983|-0.04184763|1.4637173|-0.18374418|
1_36_2.wav|-0.98168737|-0.6584609|-0.06469049|-0.015962236|0.6139603|-0.07618874|0.6813|0.013954025|
10_22_1.wav|-1.1551181|-0.64554006|-0.74584687|-0.2396028|1.0458267|-0.04151871|1.0998436|0.13003807|
10_27_2.wav|-3.2648|-0.06815597|-0.8317843|0.23343615|0.5103887|-0.2952842|4.395016|-0.69610715|
4_47_1.wav|-0.9928556|-1.2201428|-0.3162484|0.2372536|-0.22472969|1.3364952|0.9379772|-0.24625771|
5_28_2.wav|-0.14694032|-0.13204609|-0.3909151|-0.015553664|0.35968286|-0.17995413|0.07116288|0.19483574|
8_39_1.wav|-0.50487834|-0.5782173|-0.09734478|-0.47114134|0.7612352|0.0491063|0.33533686|0.06873661|
6_26_4.wav|-0.13629118|-1.5757896|0.47630212|1.0557986|-1.1393039|1.4995079|-0.58056945|-0.4611457|
7_21_4.wav|-1.1584765|-1.0195456|-1.0490695|0.12943652|0.10584405|0.49856645|1.0245322|0.78065026|
10_43_3.wav|0.13098994|0.30557752|-0.31975183|0.1571068|0.5696282|-0.44244367|0.102492206|-0.32811266|
1_35_3.wav|0.041723937|-0.31611064|-0.056873076|0.33813435|0.83731264|-0.36555687|-0.005620947|-0.48083264|
2_50_1.wav|-0.39119044|-0.60464495|-0.31060448|-0.18932927|0.8496353|-0.018185923|0.4243549|-0.041632984|
3_21_2.wav|-1.1464392|-0.8915705|-0.3603403|-0.0034321398|0.41659367|0.17690264|1.048524|0.31253487|
3_31_2.wav|-1.3029679|-0.9580146|-0.53192794|-0.22985077|0.93758327|0.10507607|1.3301569|0.12164168|
9_37_2.wav|0.14802296|0.100190505|-0.12926075|-0.16982603|0.6898898|-0.46055707|-0.00074402057|-0.18695368|
4_50_3.wav|-1.0383037|-0.12985641|-0.5476333|0.7631309|-0.022211194|-0.044812754|1.224933|-0.36899716|
8_40_3.wav|-0.3683729|-0.15535253|-0.51663|0.41690207|0.04585617|-0.10847285|0.38403314|-0.09532091|
4_38_4.wav|-0.19394398|-0.46742794|-0.70910287|0.15381618|0.39554703|-0.050420903|-0.10766245|0.34182703|
1_50_1.wav|-0.63200873|-0.57702065|0.0059951767|0.34566048|0.23854211|0.0018021744|0.4280863|-0.042914305|
5_40_3.wav|-0.005630909|0.09403577|-0.33103907|0.08971554|0.283828|-0.4047842|0.016804611|0.042812224|
1_38_0.wav|-0.6590896|-0.41792575|-0.37838057|0.54528064|0.093935505|-0.30153763|0.3156996|0.16957977|
7_44_3.wav|0.0773967|-0.60489935|-0.39698905|0.23648965|0.5818711|0.22086996|-0.024804568|-0.35060164|
10_38_4.wav|-1.8329533|-0.693392|-0.90276814|0.0049263425|0.47036493|0.0030060094|1.9284153|0.45933598|
5_46_4.wav|0.986566|-0.035545975|-0.12650463|0.536496|0.20267597|-0.27500278|-0.84377813|-0.37286475|
6_48_3.wav|0.865303|2.4170227|-0.10211355|0.48805174|0.019122183|-1.8332283|-0.43969518|-0.7528796|
6_32_3.wav|0.054807894|0.4492175|-0.46961942|0.18768789|0.19600657|-0.47768536|0.23617832|-0.1594202|
6_46_0.wav|0.80024105|-0.101789996|0.06681027|0.14830102|0.5265086|-0.28424692|-0.6624864|-0.28935468|
1_23_0.wav|-0.5613143|-0.19696648|0.05912847|-0.14933972|0.69575125|-0.530848|0.5530663|0.04832017|
5_34_4.wav|-0.2959785|-0.70838636|0.47093663|-0.38889122|0.77987844|-0.06205838|-0.20395653|-0.09259267|
4_27_4.wav|-1.2003754|0.29403594|-0.703781|0.6429621|-0.415978|-0.24011226|1.3693457|0.03196018|
4_32_3.wav|-0.37582785|-0.015347884|-0.5220894|0.4129957|0.06752199|-0.16268328|0.5730681|-0.106714234|
4_41_3.wav|0.81121004|-0.20484762|-0.74014676|0.718828|0.23418489|0.26972476|-0.28893793|-0.44517767|
8_21_1.wav|-0.069116324|-0.4410626|-0.59792274|0.23441043|0.5008844|0.06860616|0.20204212|-0.14845435|
6_41_4.wav|0.7696874|-0.66650885|0.18170428|1.0164584|-0.5155562|0.57350016|-0.8643525|-0.62273824|
3_41_4.wav|-0.5832775|-1.2863159|-0.6286869|0.19061881|0.5731155|0.8276392|0.93665785|-0.310966|
9_37_3.wav|0.041984513|0.22467172|-0.52852494|0.5313818|0.24614364|-0.46169505|0.21333766|-0.38878572|
2_50_0.wav|0.10177102|-0.35893497|-0.32905963|0.018748514|0.7147078|-0.11375288|-0.095178284|-0.11550847|
4_21_3.wav|-0.40056098|-0.67092466|-0.36821973|0.5658076|0.0056907386|0.3076725|0.29116714|-0.036838446|
4_32_0.wav|-2.9450407|-0.36076736|-0.7315428|0.60621196|-0.1335436|0.15301628|3.6742432|-0.4617182|
